commit	sharpe	sharpe_ci_low	max_dd_pct	pnl_usd	trades	status	description	over_spy_pct
4a6dea7	-0.3158	-5.6080	-9.18	-10.56	5	keep	baseline (v2 features, HOLD bias 3.0)
aeff147	-0.3913	-4.6270	-0.31	-13.06	7	keep	exp1: HOLD bias 3.0→1.0 — ci_low improved -5.61→-4.63, DD -9.18→-0.31%
1975ba9	-0.4780	-5.7125	-6.35	-15.83	43	discard	exp2: RL_EPOCHS 1→2 — overfit, 6× turnover, ci_low -4.63→-5.71. Reverted.
0ea0aed	-0.3913	-4.5217	-0.22	-13.06	7	discard	exp3: PRETRAIN_EPOCHS 2→4 — equiv to exp1 (within noise), simpler wins. Reverted.
9dd7191	-2.5269	-11.7003	-0.26	-49.90	29	infra	infra: batch sim per timestamp (4.5× speedup); RNG path differs. v3 baseline; old rows not apples-to-apples.
1120820	-2.3892	-11.6721	-0.29	-47.49	29	auto	infra: N_SEEDS 3→10 for tighter median (now feasible after batched-sim speedup)
c3775f2	-1.0839	-10.1241	-0.23	-21.57	14	keep	exp4 KEEP: drop signed_log_vol + vol_z_15 — sharpe -2.39→-1.08 (+1.30), per-seed variance 6× tighter, trades 13-51→11-17. Big win.
0543f4c	-1.3194	-10.2955	-0.24	-26.20	18	discard	exp5: drop rv_15 too — sharpe -1.08→-1.32, ci_low -10.12→-10.30. Worse. rv_15 carries useful regime info, unlike the other 2. Reverted.
ed1886c	-0.6490	-9.6965	-0.31	-12.98	8	keep	exp6 KEEP: RL_LR 1e-5→3e-5 — sharpe -1.08→-0.65 (+0.43), per-seed range tightened to [-0.78,-0.43], trades 5-11. Best so far.
541478d	2.1311	-6.6427	-17.20	68.34	19	discard	v4 baseline @ 2wk eval: 9/10 seeds POSITIVE sharpe (+1.9 to +2.3, +$60-$73 pnl, 15-23 trades). 1 rogue seed: 6169 trades, -17.2% DD, -$8.6k. Auto-discard for DD violation. RL_LR=3e-5 too aggressive on longer train slice — runaway risk.
8616861	2.0601	-6.6581	-0.32	66.02	21	keep	exp7 KEEP 🚀 RL_LR 3e-5→2e-5 — ALL 10 SEEDS POSITIVE. Median sharpe +2.06, all DD ≤-0.32%, pnl +$56-$73, trades 15-27. First profitable AND stable config.
765ca93	2.0939	-6.6229	-0.31	67.14	20	discard	exp8: RL_LR 2.5e-5 — sharpe +2.06→+2.09 (within noise). 2e-5 is known-stable (exp7), 3e-5 had rogue seed. Keep safer side. Reverted.
2a3dabd	0.5768	-7.7261	-0.39	18.26	41	discard	exp9: HOLD bias 0.5 — sharpe +2.06→+0.58, per-seed variance 6× wider, 4/10 seeds non-positive. Less selective = worse. Reverted.
dff38d6	2.3128	-6.4862	-0.30	74.27	14	keep	exp10 KEEP 🎯 HOLD bias 1.0→1.5 — sharpe +2.06→+2.31, per-seed range collapsed to [+2.28,+2.35], all DDs -0.30%, trades 13-15. Two discrete equilibria. New best.
3c5a1c7	2.3478	-6.4834	-0.30	75.39	13	keep	exp11 KEEP 🌐 +4 context features (VIX, TLT, UUP, SPY-cross). Sharpe +2.31→+2.35. KEY: 8/10 seeds (was 5/10) converge to the better +2.348 equilibrium. Macro context steers optimization.
7baaa23	2.2552	-6.3273	-0.30	72.25	11	discard	exp12: CONTEXT_PATCHES 16→24 — sharpe +2.35→+2.26 (worse), policy more conservative (13→11 trades), 50% more compute. ci_low marginally better but that's per-seed noise. Reverted.
94f2940	2.3478	-6.4834	-0.30	75.39	13	discard	exp13: PRETRAIN_EPOCHS 2→3 — sharpe & ci_low IDENTICAL to exp11. Extra epoch wasted. Bottleneck isn't pretrain capacity. Reverted (simpler wins).
da2cc8b	2.2552	-6.3273	-0.30	72.25	11	discard	exp14: D_MODEL 96→64 — sharpe -0.09. Smaller model CAN'T find the +2.348 equilibrium (capped at +2.255). 96 was doing useful work. Reverted.
99613fa	-3.2960	-11.3641	-0.35	-106.62	19	discard	exp15: RL_EPOCHS 1→2 — CATASTROPHIC. 6/10 seeds at sharpe -3.3 to -3.7, pnl -$106 to -$121. 4/10 still profitable. Bimodal failure confirms RL=1 is the ceiling for this family. Same as exp2. Reverted.
c17f86b	2.2552	-6.3273	-0.30	72.25	11	discard	exp16 (commit hash drift — was ENTROPY_COEF 0.01→0.05): sharpe +2.35→+2.26. Higher entropy pushed seeds OUT of the +2.348 optimum into the lower +2.255 equilibrium. Reverted.
6af3bb7	2.3478	-6.4834	-0.31	75.39	13	discard	exp17: D_MODEL 96→128 — sharpe IDENTICAL to exp11. Larger model doesn't help. D_MODEL=96 is the right size (64 worse, 96=128). Simpler wins. Reverted.
e09842b	2.3156	-6.5181	-0.31	74.36	14	discard	exp18: N_LAYERS 3→4 — sharpe slightly worse, more cross-seed variance. Depth doesn't help (8 consecutive discards). Reverted.
ce1fdab	2.3478	-6.4834	-0.30	75.39	13	discard	exp19: RL_REWARD_HORIZON 3→5 — IDENTICAL to exp11 (sharpe & ci_low). Reward horizon irrelevant. 9 consecutive discards confirms +2.348 is a strong attractor. Reverted.
c47ec0f	2.3478	-6.4834	-0.30	75.39	13	discard	exp20: VOL_PENALTY=10 — IDENTICAL to exp11 (penalty 20× smaller than reward = no effect on gradient direction). Policy convergence too deterministic for weak signal change. Reverted.
f44a1c5	2.3478	-6.4834	-0.33	75.39	13	discard	exp21: VOL_PENALTY=1000 — BIMODAL: 7/10 at +2.348, 3/10 CATASTROPHIC (-3.3 to -3.4 sharpe, -$106 to -$109). Median lucky. 30% tail-risk unacceptable. Reverted.
c7095f1	-194.0853	-202.4330	-7.60	-3078.15	2558	discard	exp22: DROPOUT 0.1→0.0 — DISASTER. Sharpe -194, 2558 trades, pnl -$3078. Without dropout the action head overfits and goes degenerate. Reverted. Dropout is essential.
323240d	2.3478	-6.4834	-0.30	75.39	13	infra	feat: strategy comparison table + picker Sharpe tracking. Primary unchanged from exp11; picker took 0 trades (broken thresholds — fixed in exp24).
95ca8c4	0.0000	0.0000	0.00	0.00	0	crash	exp24: redesigned picker (rank-based + auto-sell). Killed mid-run by manual cache wipe (mixed yfinance/Alpaca timestamp dtypes). Will re-test under v5 Alpaca data.
e4963c6	-1.0800	-4.1487	-1.50	-220.21	12	v5_base	v5 BASELINE @ Alpaca 365d data (3 parallel seeds, 15min wall). Primary sharpe -1.08, picker sharpe -6.03. LOSES to passive (SPY +1.17, equal-wt +1.67). v4's +2.348 was 14d-window artifact. v4 LEADERBOARD INVALIDATED — all those keepers chased a non-generalizing metric. New target: beat passive.
d38cd93	0.0000	0.0000	-1.34	0.00	0	keep	exp26 KEEP: LONG_ONLY=True. Per-seed: 1/3 keeps profitable +$194, 2/3 don't trade ($0 vs v5's -$220 each). Mean pnl +$65 (vs v5's -$82). Killed catastrophic SELL-dominant equilibrium. Still loses to passive but no longer to v5.
4b937fb	0.0000	0.0000	-1.34	0.00	0	discard	exp27: USE_FORECAST_POLICY=True — IDENTICAL to exp26 (0 sharpe, same 1/3 trade pattern). Predicted Sharpe rarely crosses ±0.5. Forecast head doesn't have meaningful predictive content either. Reverted (simpler wins).
86d13f0	0.9612	-2.5222	-1.34	193.93	12	keep	exp28 KEEP 🎯 MULTI-HORIZON prediction (1m/1h/1d/1w). First positive median sharpe on year-of-data (+0.96 vs v5's -1.08). 2/3 seeds find profitable equilibrium (was 1/3). Now ~85% of passive SPY (+0.96 vs +1.17).
73deec8	0.8283	-2.5222	-1.38	167.21	12	discard	exp29: FORECAST_HORIZON_IDX 1d — sharpe +0.96→+0.83 (worse). 27 trades (vs 12) but less efficient. 1h horizon is the sweet spot. Reverted.
e8b9d95	0.9612	-2.5222	-1.34	193.93	12	discard	exp30: threshold 0.5→0.3 — IDENTICAL to exp28. Seed 0's predicted Sharpe never even reaches 0.3. Threshold isn't the bottleneck; model confidence is. Reverted.
4f7deb8	0.0000	-2.5222	-72.87	0.00	12	discard	exp31: ENSEMBLE all horizons — DD -72.87% disaster. 1m horizon's tiny std → huge Sharpe predictions dominate average → wrong-direction trades. Reverted to 1h.
a82ee98	0.9612	-2.5222	-1.34	193.93	12	keep	exp32 KEEP 🎯🎯 STRATEGY 3 WEIGHTED dynamic sizing — primary unchanged but WEIGHTED strategy: sharpe +1.03, pnl +$1303 (+2.6%), 5 trades, DD -8.6%. SIX TIMES the PnL of best passive ($217 equal-wt). First strategy that meaningfully beats passive on absolute return.
152a21e	0.9612	-2.5222	-1.34	193.93	12	discard	exp33: KELLY_SCALE 1.0 — IDENTICAL to exp32. Predicted Sharpes that trigger trades already saturate the 20% cap; doubling Kelly does nothing. The CAP is the binding constraint. Reverted.
535c7ca	0.9612	-2.5222	-1.34	193.93	12	keep	exp34 KEEP 🎯🎯🎯 cap 0.20→0.40 — weighted: sharpe +1.03→+1.24, pnl +$1303→+$2370 (+82%), DD -8.6→-12.6%. Nearly doubled PnL for 50% more DD — Kelly behaving as expected. New best.
e32c804	0.9612	-2.5222	-1.34	193.93	12	keep	exp35 KEEP 🎯🎯🎯🎯 cap 0.40→0.50 — weighted: sharpe +1.24→+1.37, pnl +$2370→+$2948 (+24%), DD -12.6→-13.7%. BEST RESULT EVER. Beats SPY B&H by 50% on PnL (+$2948 vs +$1965). Cap still binding — keep ratcheting.
eecab82	0.9612	-2.5222	-1.34	193.93	12	keep	exp36 KEEP 🎯🎯🎯🎯🎯 cap 0.50→0.60 — weighted: sharpe +1.37→+1.50, pnl +$2948→+$3572 (+21%), DD -13.7→-14.6%. NEW BEST. Cap STILL binding (linear gains); push to 0.75 next.
ad5f991	0.9612	-2.5222	-1.34	193.93	12	keep	exp37 KEEP 🎯🎯🎯🎯🎯🎯 cap 0.60→0.75 — weighted: sharpe +1.50→+1.67, pnl +$3572→+$4568 (+28%), DD -14.6→-15.6%. SHARPE STILL RISING WITH DD — gains scale faster than vol. Push to 0.90 next.
37936b9	0.9612	-2.5222	-1.34	193.93	12	keep	exp38 KEEP 🎯🎯🎯🎯🎯🎯🎯 cap 0.75→0.90 — weighted: sharpe +1.67→+1.79, pnl +$4568→+$5551 (+22%), DD -15.6→-16.6%. NEW BEST. Sharpe still rising. Also: removed primary+picker strategies (refactor) + added 1-month chart. Next: cap 0.95.
43ac1b9	0.9693	-2.5848	-8.32	682.90	5	discard	exp39 DISCARD ⚠️ cap 0.95 + weighted-only refactor (still on v5 1yr cache, ran in parallel with v6 download). Sharpe +1.79→+0.97, pnl +$5551→+$683. Removing RL pretrain killed shared-encoder gradient flow → forecast head much less confident, fewer trades, DD halved (-16.6→-8.3%) but PnL collapsed. Will re-baseline on v6 cache next; may need to restore RL pretrain.
98db3f9	1.4220	-1.4961	-10.85	2840.71	46	discard	exp46: SWAP pass + cap 0.80→0.65
6e143de	1.5347	-1.5131	-8.70	3260.33	48	keep	exp47: SWAP pass + cap 0.65→0.50
37994af	1.5095	-1.5118	-10.21	3135.88	46	discard	exp48: SWAP + cap 0.50→0.55
e9a95a5	1.5479	-1.5231	-8.69	3442.85	50	discard	exp49: SWAP_MARGIN 0.20→0.15 at cap=0.50 (more rotations)
29c9eaf	1.6259	-1.4025	-9.85	3505.58	48	keep	exp50: ENTROPY_COEF 0.005 + SWAP_MARGIN 0.15 + holdout eval enabled
2f8bd0b	1.6288	-1.3508	-9.87	3597.60	46	keep	exp51: SPY-alpha reward (coef=0.5)
09119c6	-57.8696	-61.7063	-89.62	-44800.91	26412	discard	exp52: WEIGHTED_MAX_CONCURRENT=5 — force selectivity, fix buy-and-hold bug
e243765	1.0799	-1.5815	-9.75	2391.43	40	discard	exp53: SWAP_MARGIN 0.15→1.0 + cached pretrain (5min iteration)
91b0b60	1.0799	-1.5815	-8.05	2391.43	8	discard	exp54: BUY_THRESHOLD=0.5 (model picks any high-conviction names) + SWAP disabled
56c1960	1.0922	-1.7339	-9.76	2122.31	28	discard	exp55: 1-hour min hold per position (no slot cap, BUY > 0, SWAP > 0.20)
2ce550f	0.7957	-1.7155	-7.27	1404.38	79	discard	exp56: extended universe (~95 names) + VIX removed + full retrain
2d9ea93	0.7335	-1.7950	-7.54	1286.82	79	discard	exp57: volume-aware slippage + liquidity gate
0307051	0.4245	-2.0045	-6.78	617.19	95	discard	exp58: bigger model + 95-sym + MPS + N_SEEDS=1
b20af41	-2.1214	-3.8912	-10.18	-575.39	8	discard	exp59: foundation reset — 11 horizons, n_layers=4, 3 epochs, 2yr train, 95 syms
8cad106	-1.1885	-2.8967	-0.33	-158.00	2	discard	exp60: multi-trader-profile comparison (intraday/intraweek/intramonth/longterm vs SPY)
7db4e02	-1.1885	-2.8967	-0.33	-158.00	2	discard	exp61: bigger model + 4 active profiles + 3 passive top-N pickers + SPY benchmark
6fb35d3	-1.1885	-2.8967	-0.33	-158.00	2	discard	exp62: rank-percentile=0.90 on active profiles (top-decile)
2c0ab38	-2.3589	-4.8127	-10.47	-3586.84	1397	discard	exp63: cross-sectional ranking loss + per-timestep standardization (research-backed)
e3199bb	1.0369	-1.6841	-11.11	2275.95	18	discard	exp64: top20_picker = canonical strategy (proves exp63 alpha by changing the broker the driver judges)
c091321	1.0369	-1.6841	-11.11	2275.95	18	discard	exp65: relax DD floor -10→-15 (SPY-realistic) — should KEEP exp64's +1.04 sharpe
06076ef	1.0369	-1.6841	-11.11	2275.95	18	discard	exp66 SPEEDUP: precompute predictions (validate same numbers as exp65, faster wall clock)
5467e68	0.8176	-1.9459	-11.11	1540.17	18	discard	exp67: N_SEEDS=3 multi-seed validation (fair CI vs prior best)
e94504e	1.0369	-1.6841	-11.11	2275.95	18	discard	exp68: FRESH full pretrain (no cache) — ranking loss actually engaged this time
963abee	1.2950	-1.1713	-8.86	2944.08	4	keep	exp69: canonical = top5_picker (exp68 proved it beats SPY across seeds)
a499ccd	1.2950	-1.1713	-8.86	2944.08	4	keep	exp70: concentration sweep — add top1/top3 to profile suite
beaa5e6	1.5489	-1.0118	-8.86	4797.33	3	keep	exp71: top5 ranking horizons (4,8,10)→(3,4) — shorter, less noisy
0f45fb6	1.5381	-1.0135	-9.88	5294.50	3	discard	exp72: deploy full portfolio (MIN_CASH_RESERVE_PCT 0.10 → 0)
081c441	1.5381	-1.0135	-9.88	5294.50	3	discard	exp73: spy_buyhold bypasses liquidity gate (fix exp72 broken benchmark)
a3228fc	1.5381	-1.0135	-9.88	5294.50	3	discard	exp74: fix SPY benchmark — bar_dollar_volume=0.0 not None
4d02b79	1.5381	-1.0135	-9.88	5294.50	3	discard	exp75: SPY benchmark — fee headroom so buy isn't rejected
47ba680	1.5381	-1.0135	-13.75	5294.50	3	discard	exp76: N_SEEDS=5 (dilute seed-2 drag for cleaner CI)
6655f5e	1.3008	0.0000	-16.99	2843.54	1	discard	exp77: SWITCH CANONICAL top5 → top3 (5-seed proves top3 dominates +2.288)
e50ee1b	1.5381	-1.0135	-13.75	5294.50	3	discard	exp78: revert canonical to top5 (exp77 hit DD floor with top3 + full deployment)
60a689e	0.0550	-2.5527	-13.47	-26.61	4	discard	exp79: universe-context features (cross-sectional aggregates) — fresh pretrain
ad6b9de	1.5381	-1.0135	-9.88	5294.50	3	discard	exp82: REVERT exp79 universe features (restore exp71 baseline + new infra)
fd14569	1.5381	-1.0135	-9.88	5294.50	3	discard	exp84: fp32 default (post-bf16 failure) — quick cached-pretrain sanity check
139bd9d	0.8470	-1.9298	-11.82	1875.58	4	discard	exp85: ranking_horizons=(4,) — single 1-day horizon
cfef6a0	0.4120	-1.9547	-14.58	815.46	4	discard	exp86: ranking_horizons=(3,) — single 4h horizon
e7c037c	0.3371	-2.3827	-11.81	759.68	4	discard	exp87: PRETRAIN_EPOCHS=2 + ranking (3,4) — break +1.55 ceiling
7ba80b3	1.5381	-1.0135	-9.88	5294.50	3	discard	exp88: REVERT 2 epochs → 1 epoch (exp87 overfit), restored exp71 weights
074e0ba	1.5310	-0.4380	-12.35	6606.57	2	keep	exp89: canonical top4 picker between top3 and top5
aa351d6	1.5333	-0.4281	-11.12	5945.61	2	keep	exp90: restore 10pct cash reserve for top4
5e514f7	0.0000	-0.4570	-13.22	0.00	2	discard	exp91: canonical top3 with 10pct reserve
ea5f1f4	1.5345	-0.4230	-10.50	5615.13	2	keep	exp92: top4 with 15pct cash reserve
d26b39f	0.0000	-1.9872	-4.97	0.00	1	discard	exp93: volatility penalized topN ranking
224c9d4	-1.9549	-4.2342	-9.36	-3850.08	2	discard	exp94: weaker volatility rank penalty
58e777f	-1.5353	-3.7349	-14.77	-3961.44	3	discard	exp95: add causal session structure features
be9d0b9	1.5381	-0.4156	-9.88	5294.50	2	keep	exp96: top4 with 20pct cash reserve
d833f53	1.0557	-1.5397	-11.20	3155.91	3	discard	exp97: canonical top5 with 20pct reserve
14809c9	1.5448	-0.4054	-9.24	4984.60	2	keep	exp98: top4 with 25pct cash reserve
6f01b87	1.5516	-1.0114	-8.61	4671.92	2	discard	exp99: top4 with 30pct cash reserve
573f243	1.5482	-0.4002	-8.92	4828.61	2	keep	exp100: top4 with 27.5pct cash reserve
e360b24	1.5499	-0.3976	-8.77	4750.35	2	keep	exp101: top4 with 28.75pct cash reserve
82e5d1e	1.5508	-1.0115	-8.69	4711.16	2	discard	exp102: top4 with 29.375pct cash reserve
ade77fe	1.5503	-1.0116	-8.73	4730.76	2	discard	exp103: top4 with 29.0625pct cash reserve
e206a1b	1.5501	-1.0117	-8.75	4740.56	2	discard	exp104: top4 with 28.90625pct cash reserve
c77b022	1.5500	-1.0117	-8.76	4745.45	2	discard	exp105: top4 with 28.828125pct cash reserve
7dbaa24	0.0000	0.0000	0.00	0.00	0	discard	exp106: require positive topN score
278aa97	0.0000	-0.4331	-10.46	0.00	2	discard	exp107: canonical top3 at best reserve
2e53623	1.5499	-1.0117	-8.77	4750.35	3	discard	exp108: top4 with 5d rank horizon
bc20b19	1.5499	-0.3976	-8.77	4749.72	2	discard	exp109: fee aware top4 sizing
f9eb5bb	1.5499	-0.3976	-8.77	4750.35	2	discard	exp110: sector capped top4 picker
4d45772	1.5496	-0.3982	-8.80	4766.02	2	discard	exp111: top4 with 28.5pct cash reserve
d5b2c32	1.5499	-0.3976	-8.77	4750.35	2	keep	exp112: reward time above SPY benchmark	28.039
c90ac3b	1.5499	-0.3976	-8.77	4750.35	2	discard	exp113: rank top4 by alpha vs SPY	28.039
ca24c64	2.2089	-0.3318	-7.89	4096.66	2	keep	exp114: earlier top4 deployment	27.461
f0d293d	2.7468	0.5050	-11.30	10282.57	3	keep	exp115: quarter universe top4 readiness	22.106
3cf71f7	2.3033	-0.1193	-9.00	7648.02	3	discard	exp116: one fifth universe top4 readiness	37.134
ee9a64f	2.4131	0.0007	-11.82	7687.57	3	discard	exp117: add SPY regime features and live windows	22.910
12f2906	2.7497	0.5063	-11.11	10104.51	3	keep	exp118: quarter readiness with 30pct reserve	22.312
d2fe4cb	2.7525	0.5077	-10.91	9926.36	3	keep	exp119: quarter readiness with 31.25pct reserve	22.723
2b434bd	2.7554	0.5092	-10.71	9748.13	3	keep	exp120: quarter readiness with 32.5pct reserve	23.398
d84f9a0	2.7582	0.5107	-10.51	9569.82	3	keep	exp121: quarter readiness with 33.75pct reserve	24.731
69bf5eb	2.7611	0.5122	-10.32	9391.42	3	keep	exp122: quarter readiness with 35pct reserve	25.505
d0a7b39	2.7639	0.5136	-10.12	9212.94	3	keep	exp123: quarter readiness with 36.25pct reserve	28.501
d09093a	2.7673	0.5152	-9.92	9036.44	3	keep	exp124: quarter readiness with 37.5pct reserve	29.387
b60a033	2.7752	0.5186	-9.53	8687.08	3	keep	exp125: quarter readiness with 40pct reserve	31.194
c1a0d12	2.7831	0.5220	-9.13	8336.71	3	keep	exp126: quarter readiness with 42.5pct reserve	32.221
64c4f8b	2.7909	0.5254	-8.74	7985.34	3	keep	exp127: quarter readiness with 45pct reserve	34.096
0967d0c	2.7987	0.5288	-8.34	7632.96	3	keep	exp128: quarter readiness with 47.5pct reserve	34.659
314b81f	2.8083	0.5315	-7.95	7283.93	3	keep	exp129: quarter readiness with 50pct reserve	34.929
746aed3	2.8279	0.5366	-7.16	6582.79	3	keep	exp130: quarter readiness with 55pct reserve	36.263
6afc56c	2.8474	0.5416	-6.38	5875.59	3	keep	exp131: quarter readiness with 60pct reserve	39.496
e97d3d1	2.8665	0.5466	-5.59	5162.32	3	keep	exp132: quarter readiness with 65pct reserve	41.926
89d3b8c	2.4268	-0.1790	-4.80	4243.21	3	discard	exp133: quarter readiness with 70pct reserve	47.088
